check,passed,detail
conditional_ae\fold1\conditional_ae_z3_seed44/condition gradients,True,"{'encoder_condition0_gradient': 6.838735580444336, 'decoder_condition0_gradient': 89.41078186035156, 'encoder_condition1_gradient': 7.404674530029297, 'decoder_condition1_gradient': 56.92644500732422, 'encoder_condition2_gradient': 6.797828197479248, 'decoder_condition2_gradient': 73.62678527832031, 'encoder_condition3_gradient': 6.057322978973389, 'decoder_condition3_gradient': 62.333518981933594, 'encoder_condition4_gradient': 11.949466705322266, 'decoder_condition4_gradient': 100.75569152832031}"
conditional_ae\fold1\conditional_ae_z3_seed44/condition swap behaviour,True,
conditional_ae\fold1\conditional_ae_z8_seed42/effective flags,True,
conditional_ae\fold1\conditional_ae_z8_seed42/train_mean train-only,True,max_abs_error=0.0; atol=1e-07; rtol=1e-06
conditional_ae\fold1\conditional_ae_z8_seed42/train_std train-only,True,max_abs_error=0.0; atol=1e-07; rtol=1e-06
conditional_ae\fold1\conditional_ae_z8_seed42/timing_mean train-only,True,max_abs_error=0.0; atol=1e-07; rtol=1e-06
conditional_ae\fold1\conditional_ae_z8_seed42/timing_std train-only,True,max_abs_error=0.0; atol=1e-07; rtol=1e-06
conditional_ae\fold1\conditional_ae_z8_seed42/validation objective,True,max_abs_error=0.0; atol=1e-10; rtol=1e-10
conditional_ae\fold1\conditional_ae_z8_seed42/selected epoch,True,
conditional_ae\fold1\conditional_ae_z8_seed42/KL schedule,True,max_abs_error=0.0; atol=1e-12; rtol=0
conditional_ae\fold1\conditional_ae_z8_seed42/saved objective,True,max_abs_error=0.0; atol=1e-10; rtol=1e-10
conditional_ae\fold1\conditional_ae_z8_seed42/independent encoder,True,max_abs_error=0.0; atol=2e-06; rtol=1e-05
conditional_ae\fold1\conditional_ae_z8_seed42/prediction IDs,True,
conditional_ae\fold1\conditional_ae_z8_seed42/true timing,True,max_abs_error=4.922790530770271e-08; atol=1e-07; rtol=1e-05
conditional_ae\fold1\conditional_ae_z8_seed42/independent timing predictions,True,max_abs_error=2.9370117227145442e-08; atol=2e-06; rtol=2e-05
conditional_ae\fold1\conditional_ae_z8_seed42/independent trajectory MSE,True,max_abs_error=3.5560608013796013e-08; atol=2e-06; rtol=2e-05
conditional_ae\fold1\conditional_ae_z8_seed42/independent decoder trajectory,True,max_abs_error=0.0; atol=2e-06; rtol=1e-05
conditional_ae\fold1\conditional_ae_z8_seed42/independent decoder timing,True,max_abs_error=0.0; atol=2e-06; rtol=1e-05
conditional_ae\fold1\conditional_ae_z8_seed42/timing withheld,True,max_abs_error=0.0; atol=0; rtol=0
conditional_ae\fold1\conditional_ae_z8_seed42/variational sampling behaviour,True,
conditional_ae\fold1\conditional_ae_z8_seed42/condition gradients,True,"{'encoder_condition0_gradient': 12.76181411743164, 'decoder_condition0_gradient': 38.022239685058594, 'encoder_condition1_gradient': 6.073978424072266, 'decoder_condition1_gradient': 45.39864730834961, 'encoder_condition2_gradient': 3.9740021228790283, 'decoder_condition2_gradient': 114.7122573852539, 'encoder_condition3_gradient': 6.162901401519775, 'decoder_condition3_gradient': 49.932098388671875, 'encoder_condition4_gradient': 9.365903854370117, 'decoder_condition4_gradient': 114.55309295654297}"
conditional_ae\fold1\conditional_ae_z8_seed42/condition swap behaviour,True,
conditional_ae\fold1\conditional_ae_z8_seed43/effective flags,True,
conditional_ae\fold1\conditional_ae_z8_seed43/train_mean train-only,True,max_abs_error=0.0; atol=1e-07; rtol=1e-06
conditional_ae\fold1\conditional_ae_z8_seed43/train_std train-only,True,max_abs_error=0.0; atol=1e-07; rtol=1e-06
conditional_ae\fold1\conditional_ae_z8_seed43/timing_mean train-only,True,max_abs_error=0.0; atol=1e-07; rtol=1e-06
conditional_ae\fold1\conditional_ae_z8_seed43/timing_std train-only,True,max_abs_error=0.0; atol=1e-07; rtol=1e-06
conditional_ae\fold1\conditional_ae_z8_seed43/validation objective,True,max_abs_error=0.0; atol=1e-10; rtol=1e-10
conditional_ae\fold1\conditional_ae_z8_seed43/selected epoch,True,
conditional_ae\fold1\conditional_ae_z8_seed43/KL schedule,True,max_abs_error=0.0; atol=1e-12; rtol=0
conditional_ae\fold1\conditional_ae_z8_seed43/saved objective,True,max_abs_error=0.0; atol=1e-10; rtol=1e-10
conditional_ae\fold1\conditional_ae_z8_seed43/independent encoder,True,max_abs_error=0.0; atol=2e-06; rtol=1e-05
conditional_ae\fold1\conditional_ae_z8_seed43/prediction IDs,True,
conditional_ae\fold1\conditional_ae_z8_seed43/true timing,True,max_abs_error=4.922790530770271e-08; atol=1e-07; rtol=1e-05
conditional_ae\fold1\conditional_ae_z8_seed43/independent timing predictions,True,max_abs_error=4.925994878668405e-08; atol=2e-06; rtol=2e-05
conditional_ae\fold1\conditional_ae_z8_seed43/independent trajectory MSE,True,max_abs_error=2.0368957409644395e-08; atol=2e-06; rtol=2e-05
conditional_ae\fold1\conditional_ae_z8_seed43/independent decoder trajectory,True,max_abs_error=0.0; atol=2e-06; rtol=1e-05
conditional_ae\fold1\conditional_ae_z8_seed43/independent decoder timing,True,max_abs_error=0.0; atol=2e-06; rtol=1e-05
conditional_ae\fold1\conditional_ae_z8_seed43/timing withheld,True,max_abs_error=0.0; atol=0; rtol=0
conditional_ae\fold1\conditional_ae_z8_seed43/variational sampling behaviour,True,
conditional_ae\fold1\conditional_ae_z8_seed43/condition gradients,True,"{'encoder_condition0_gradient': 8.808528900146484, 'decoder_condition0_gradient': 63.74578094482422, 'encoder_condition1_gradient': 6.551490783691406, 'decoder_condition1_gradient': 30.393457412719727, 'encoder_condition2_gradient': 2.8811075687408447, 'decoder_condition2_gradient': 27.545408248901367, 'encoder_condition3_gradient': 1.5156197547912598, 'decoder_condition3_gradient': 24.079076766967773, 'encoder_condition4_gradient': 5.996881008148193, 'decoder_condition4_gradient': 31.84990692138672}"
conditional_ae\fold1\conditional_ae_z8_seed43/condition swap behaviour,True,
conditional_ae\fold1\conditional_ae_z8_seed44/effective flags,True,
conditional_ae\fold1\conditional_ae_z8_seed44/train_mean train-only,True,max_abs_error=0.0; atol=1e-07; rtol=1e-06
conditional_ae\fold1\conditional_ae_z8_seed44/train_std train-only,True,max_abs_error=0.0; atol=1e-07; rtol=1e-06
conditional_ae\fold1\conditional_ae_z8_seed44/timing_mean train-only,True,max_abs_error=0.0; atol=1e-07; rtol=1e-06
conditional_ae\fold1\conditional_ae_z8_seed44/timing_std train-only,True,max_abs_error=0.0; atol=1e-07; rtol=1e-06
conditional_ae\fold1\conditional_ae_z8_seed44/validation objective,True,max_abs_error=0.0; atol=1e-10; rtol=1e-10
conditional_ae\fold1\conditional_ae_z8_seed44/selected epoch,True,
conditional_ae\fold1\conditional_ae_z8_seed44/KL schedule,True,max_abs_error=0.0; atol=1e-12; rtol=0
conditional_ae\fold1\conditional_ae_z8_seed44/saved objective,True,max_abs_error=0.0; atol=1e-10; rtol=1e-10
conditional_ae\fold1\conditional_ae_z8_seed44/independent encoder,True,max_abs_error=0.0; atol=2e-06; rtol=1e-05
conditional_ae\fold1\conditional_ae_z8_seed44/prediction IDs,True,
conditional_ae\fold1\conditional_ae_z8_seed44/true timing,True,max_abs_error=4.922790530770271e-08; atol=1e-07; rtol=1e-05
conditional_ae\fold1\conditional_ae_z8_seed44/independent timing predictions,True,max_abs_error=4.17449950163018e-08; atol=2e-06; rtol=2e-05
conditional_ae\fold1\conditional_ae_z8_seed44/independent trajectory MSE,True,max_abs_error=2.9404449430892043e-08; atol=2e-06; rtol=2e-05
conditional_ae\fold1\conditional_ae_z8_seed44/independent decoder trajectory,True,max_abs_error=0.0; atol=2e-06; rtol=1e-05
conditional_ae\fold1\conditional_ae_z8_seed44/independent decoder timing,True,max_abs_error=0.0; atol=2e-06; rtol=1e-05
conditional_ae\fold1\conditional_ae_z8_seed44/timing withheld,True,max_abs_error=0.0; atol=0; rtol=0
conditional_ae\fold1\conditional_ae_z8_seed44/variational sampling behaviour,True,
conditional_ae\fold1\conditional_ae_z8_seed44/condition gradients,True,"{'encoder_condition0_gradient': 12.218645095825195, 'decoder_condition0_gradient': 22.11431312561035, 'encoder_condition1_gradient': 7.725179672241211, 'decoder_condition1_gradient': 73.09645080566406, 'encoder_condition2_gradient': 6.8195390701293945, 'decoder_condition2_gradient': 86.4144515991211, 'encoder_condition3_gradient': 3.3248231410980225, 'decoder_condition3_gradient': 17.457788467407227, 'encoder_condition4_gradient': 10.313117980957031, 'decoder_condition4_gradient': 58.40446472167969}"
conditional_ae\fold1\conditional_ae_z8_seed44/condition swap behaviour,True,
conditional_ae\fold2\conditional_ae_z3_seed42/effective flags,True,
conditional_ae\fold2\conditional_ae_z3_seed42/train_mean train-only,True,max_abs_error=0.0; atol=1e-07; rtol=1e-06
conditional_ae\fold2\conditional_ae_z3_seed42/train_std train-only,True,max_abs_error=0.0; atol=1e-07; rtol=1e-06
conditional_ae\fold2\conditional_ae_z3_seed42/timing_mean train-only,True,max_abs_error=0.0; atol=1e-07; rtol=1e-06
conditional_ae\fold2\conditional_ae_z3_seed42/timing_std train-only,True,max_abs_error=0.0; atol=1e-07; rtol=1e-06
conditional_ae\fold2\conditional_ae_z3_seed42/validation objective,True,max_abs_error=0.0; atol=1e-10; rtol=1e-10
conditional_ae\fold2\conditional_ae_z3_seed42/selected epoch,True,
conditional_ae\fold2\conditional_ae_z3_seed42/KL schedule,True,max_abs_error=0.0; atol=1e-12; rtol=0
conditional_ae\fold2\conditional_ae_z3_seed42/saved objective,True,max_abs_error=0.0; atol=1e-10; rtol=1e-10
conditional_ae\fold2\conditional_ae_z3_seed42/independent encoder,True,max_abs_error=0.0; atol=2e-06; rtol=1e-05
conditional_ae\fold2\conditional_ae_z3_seed42/prediction IDs,True,
conditional_ae\fold2\conditional_ae_z3_seed42/true timing,True,max_abs_error=4.922790530770271e-08; atol=1e-07; rtol=1e-05
conditional_ae\fold2\conditional_ae_z3_seed42/independent timing predictions,True,max_abs_error=4.0386962885108346e-08; atol=2e-06; rtol=2e-05
conditional_ae\fold2\conditional_ae_z3_seed42/independent trajectory MSE,True,max_abs_error=4.5080566479782647e-07; atol=2e-06; rtol=2e-05
conditional_ae\fold2\conditional_ae_z3_seed42/independent decoder trajectory,True,max_abs_error=0.0; atol=2e-06; rtol=1e-05
conditional_ae\fold2\conditional_ae_z3_seed42/independent decoder timing,True,max_abs_error=0.0; atol=2e-06; rtol=1e-05
conditional_ae\fold2\conditional_ae_z3_seed42/timing withheld,True,max_abs_error=0.0; atol=0; rtol=0
conditional_ae\fold2\conditional_ae_z3_seed42/variational sampling behaviour,True,
conditional_ae\fold2\conditional_ae_z3_seed42/condition gradients,True,"{'encoder_condition0_gradient': 1.7208611965179443, 'decoder_condition0_gradient': 47.12549591064453, 'encoder_condition1_gradient': 2.420128345489502, 'decoder_condition1_gradient': 49.12228012084961, 'encoder_condition2_gradient': 1.6327728033065796, 'decoder_condition2_gradient': 58.399993896484375, 'encoder_condition3_gradient': 1.7948049306869507, 'decoder_condition3_gradient': 17.738922119140625, 'encoder_condition4_gradient': 2.369908094406128, 'decoder_condition4_gradient': 64.30682373046875}"
conditional_ae\fold2\conditional_ae_z3_seed42/condition swap behaviour,True,
conditional_ae\fold2\conditional_ae_z3_seed43/effective flags,True,
conditional_ae\fold2\conditional_ae_z3_seed43/train_mean train-only,True,max_abs_error=0.0; atol=1e-07; rtol=1e-06
conditional_ae\fold2\conditional_ae_z3_seed43/train_std train-only,True,max_abs_error=0.0; atol=1e-07; rtol=1e-06
conditional_ae\fold2\conditional_ae_z3_seed43/timing_mean train-only,True,max_abs_error=0.0; atol=1e-07; rtol=1e-06
conditional_ae\fold2\conditional_ae_z3_seed43/timing_std train-only,True,max_abs_error=0.0; atol=1e-07; rtol=1e-06
conditional_ae\fold2\conditional_ae_z3_seed43/validation objective,True,max_abs_error=0.0; atol=1e-10; rtol=1e-10
conditional_ae\fold2\conditional_ae_z3_seed43/selected epoch,True,
conditional_ae\fold2\conditional_ae_z3_seed43/KL schedule,True,max_abs_error=0.0; atol=1e-12; rtol=0
conditional_ae\fold2\conditional_ae_z3_seed43/saved objective,True,max_abs_error=0.0; atol=1e-10; rtol=1e-10
conditional_ae\fold2\conditional_ae_z3_seed43/independent encoder,True,max_abs_error=0.0; atol=2e-06; rtol=1e-05
conditional_ae\fold2\conditional_ae_z3_seed43/prediction IDs,True,
conditional_ae\fold2\conditional_ae_z3_seed43/true timing,True,max_abs_error=4.922790530770271e-08; atol=1e-07; rtol=1e-05
conditional_ae\fold2\conditional_ae_z3_seed43/independent timing predictions,True,max_abs_error=3.358612055137655e-08; atol=2e-06; rtol=2e-05
conditional_ae\fold2\conditional_ae_z3_seed43/independent trajectory MSE,True,max_abs_error=2.947998041236133e-07; atol=2e-06; rtol=2e-05
conditional_ae\fold2\conditional_ae_z3_seed43/independent decoder trajectory,True,max_abs_error=0.0; atol=2e-06; rtol=1e-05
conditional_ae\fold2\conditional_ae_z3_seed43/independent decoder timing,True,max_abs_error=0.0; atol=2e-06; rtol=1e-05
conditional_ae\fold2\conditional_ae_z3_seed43/timing withheld,True,max_abs_error=0.0; atol=0; rtol=0
conditional_ae\fold2\conditional_ae_z3_seed43/variational sampling behaviour,True,
conditional_ae\fold2\conditional_ae_z3_seed43/condition gradients,True,"{'encoder_condition0_gradient': 1.5152653455734253, 'decoder_condition0_gradient': 19.998004913330078, 'encoder_condition1_gradient': 1.7727887630462646, 'decoder_condition1_gradient': 16.564361572265625, 'encoder_condition2_gradient': 1.425650715827942, 'decoder_condition2_gradient': 17.8718204498291, 'encoder_condition3_gradient': 1.0806764364242554, 'decoder_condition3_gradient': 24.686838150024414, 'encoder_condition4_gradient': 1.894719123840332, 'decoder_condition4_gradient': 93.49829864501953}"
conditional_ae\fold2\conditional_ae_z3_seed43/condition swap behaviour,True,
conditional_ae\fold2\conditional_ae_z3_seed44/effective flags,True,
conditional_ae\fold2\conditional_ae_z3_seed44/train_mean train-only,True,max_abs_error=0.0; atol=1e-07; rtol=1e-06
conditional_ae\fold2\conditional_ae_z3_seed44/train_std train-only,True,max_abs_error=0.0; atol=1e-07; rtol=1e-06
conditional_ae\fold2\conditional_ae_z3_seed44/timing_mean train-only,True,max_abs_error=0.0; atol=1e-07; rtol=1e-06
conditional_ae\fold2\conditional_ae_z3_seed44/timing_std train-only,True,max_abs_error=0.0; atol=1e-07; rtol=1e-06
conditional_ae\fold2\conditional_ae_z3_seed44/validation objective,True,max_abs_error=0.0; atol=1e-10; rtol=1e-10
conditional_ae\fold2\conditional_ae_z3_seed44/selected epoch,True,
conditional_ae\fold2\conditional_ae_z3_seed44/KL schedule,True,max_abs_error=0.0; atol=1e-12; rtol=0
conditional_ae\fold2\conditional_ae_z3_seed44/saved objective,True,max_abs_error=0.0; atol=1e-10; rtol=1e-10
conditional_ae\fold2\conditional_ae_z3_seed44/independent encoder,True,max_abs_error=0.0; atol=2e-06; rtol=1e-05
conditional_ae\fold2\conditional_ae_z3_seed44/prediction IDs,True,
conditional_ae\fold2\conditional_ae_z3_seed44/true timing,True,max_abs_error=4.922790530770271e-08; atol=1e-07; rtol=1e-05
conditional_ae\fold2\conditional_ae_z3_seed44/independent timing predictions,True,max_abs_error=4.5512390078883413e-08; atol=2e-06; rtol=2e-05
conditional_ae\fold2\conditional_ae_z3_seed44/independent trajectory MSE,True,max_abs_error=7.446289096435521e-08; atol=2e-06; rtol=2e-05
conditional_ae\fold2\conditional_ae_z3_seed44/independent decoder trajectory,True,max_abs_error=0.0; atol=2e-06; rtol=1e-05
conditional_ae\fold2\conditional_ae_z3_seed44/independent decoder timing,True,max_abs_error=0.0; atol=2e-06; rtol=1e-05
conditional_ae\fold2\conditional_ae_z3_seed44/timing withheld,True,max_abs_error=0.0; atol=0; rtol=0
conditional_ae\fold2\conditional_ae_z3_seed44/variational sampling behaviour,True,
conditional_ae\fold2\conditional_ae_z3_seed44/condition gradients,True,"{'encoder_condition0_gradient': 1.1971577405929565, 'decoder_condition0_gradient': 12.15406608581543, 'encoder_condition1_gradient': 1.1926919221878052, 'decoder_condition1_gradient': 15.251363754272461, 'encoder_condition2_gradient': 1.2914655208587646, 'decoder_condition2_gradient': 69.24427795410156, 'encoder_condition3_gradient': 1.090274691581726, 'decoder_condition3_gradient': 31.309497833251953, 'encoder_condition4_gradient': 2.011549472808838, 'decoder_condition4_gradient': 66.90766906738281}"
conditional_ae\fold2\conditional_ae_z3_seed44/condition swap behaviour,True,
conditional_ae\fold2\conditional_ae_z8_seed42/effective flags,True,
conditional_ae\fold2\conditional_ae_z8_seed42/train_mean train-only,True,max_abs_error=0.0; atol=1e-07; rtol=1e-06
conditional_ae\fold2\conditional_ae_z8_seed42/train_std train-only,True,max_abs_error=0.0; atol=1e-07; rtol=1e-06
conditional_ae\fold2\conditional_ae_z8_seed42/timing_mean train-only,True,max_abs_error=0.0; atol=1e-07; rtol=1e-06
conditional_ae\fold2\conditional_ae_z8_seed42/timing_std train-only,True,max_abs_error=0.0; atol=1e-07; rtol=1e-06
conditional_ae\fold2\conditional_ae_z8_seed42/validation objective,True,max_abs_error=0.0; atol=1e-10; rtol=1e-10
conditional_ae\fold2\conditional_ae_z8_seed42/selected epoch,True,
conditional_ae\fold2\conditional_ae_z8_seed42/KL schedule,True,max_abs_error=0.0; atol=1e-12; rtol=0
conditional_ae\fold2\conditional_ae_z8_seed42/saved objective,True,max_abs_error=0.0; atol=1e-10; rtol=1e-10
